Source	Target	num_triplets	ENVs	MutualInformation	ConditionalMutualInformation	InteractionInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	DPI_num_MI_rank1	DPI_num_MI_rank2	DPI_num_MI_rank3	COMBI_II_DPI	portion_nan_Source_Target	portion_nan_Source_Target_ENV
ASV_882_16S_022_3	ASV_1109_16S_022_3	1	ENV_PO4	0.616591	0.030881	-0.585710	0.465534	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_573_16S_022_3	ASV_1113_16S_022_3	1	ENV_PO4	0.751829	1.115758	0.363928	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_727_16S_022_3	ASV_1118_16S_022_3	1	ENV_PO4	0.637027	0.295216	-0.341811	0.250749	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_698_16S_022_3	ASV_1123_16S_022_3	1	ENV_PO4	0.616591	0.038808	-0.577783	0.358641	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_929_16S_022_3	ASV_1132_16S_022_3	1	ENV_PO4	0.728109	0.158815	-0.569295	0.428571	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_748_16S_022_3	ASV_1130_16S_022_3	1	ENV_PO4	0.674214	0.686995	0.012781	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_184_16S_022_3	ASV_1129_16S_022_3	1	ENV_PO4	0.828958	0.690832	-0.138125	0.929071	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_251_16S_022_3	ASV_1129_16S_022_3	1	ENV_PO4	0.564029	0.385087	-0.178943	0.809191	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_773_16S_022_3	ASV_1134_16S_022_3	1	ENV_PO4	0.465707	0.103662	-0.362045	0.358641	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_271_16S_022_3	ASV_1161_16S_022_3	1	ENV_PO4	0.730341	0.463529	-0.266811	0.369630	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_525_16S_022_3	ASV_1161_16S_022_3	1	ENV_PO4	0.536831	0.407787	-0.129044	0.333666	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_603_16S_022_3	ASV_1167_16S_022_3	1	ENV_PO4	0.520879	0.252571	-0.268308	0.154845	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_155_16S_022_3	ASV_1165_16S_022_3	1	ENV_PO4	0.656767	0.442505	-0.214262	0.059940	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_314_16S_022_3	ASV_1165_16S_022_3	1	ENV_PO4	0.634629	0.600625	-0.034003	0.059940	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_604_16S_022_3	ASV_1211_16S_022_3	1	ENV_PO4	0.460389	0.823109	0.362720	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_315_16S_022_3	ASV_1221_16S_022_3	1	ENV_PO4	0.435770	0.066629	-0.369141	0.572428	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_879_16S_022_3	ASV_1225_16S_022_3	1	ENV_PO4	0.533567	0.018373	-0.515195	0.667333	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_1053_16S_022_3	ASV_1230_16S_022_3	1	ENV_PO4	0.602995	0.126903	-0.476092	0.572428	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_748_16S_022_3	ASV_1234_16S_022_3	1	ENV_PO4	0.750859	0.051315	-0.699544	0.214785	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
