ASV	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822	abundancesum_big
OTU_1727_18S	0	0	42	47	20	8	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	196
OTU_1744_18S	7	0	150	31	20	113	81	0	0	54	42	0	0	0	0	26	0	0	0	60	0	0	584
OTU_1750_18S	33	0	0	43	85	276	63	16	0	41	67	0	0	109	31	53	0	57	86	0	0	0	960
OTU_1760_18S	0	0	62	84	0	0	41	0	93	0	0	0	0	0	0	0	0	0	0	39	53	0	372
OTU_1762_18S	5	13	49	0	0	58	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	143
OTU_1764_18S	0	63	36	372	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555
OTU_1773_18S	0	0	11	0	9	0	0	0	1073	0	38	0	0	0	0	0	0	0	0	0	0	0	1131
OTU_1740_18S	0	0	0	0	0	0	0	46	0	0	0	0	13	0	0	58	0	0	80	0	0	0	197
OTU_1778_18S	0	7	6	10	0	0	0	0	0	86	0	0	0	0	0	54	0	0	0	0	14	0	177
OTU_1783_18S	138	0	28	197	18	0	0	0	0	67	0	0	0	0	0	0	0	27	0	0	39	0	514
OTU_1785_18S	160	42	0	80	551	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847
OTU_1791_18S	29	36	0	28	54	185	34	22	0	0	0	0	0	0	0	97	0	0	0	0	0	0	485
OTU_1815_18S	32	0	0	708	290	15	0	0	0	89	0	0	53	0	0	0	0	0	0	0	0	0	1187
OTU_1822_18S	221	0	0	241	0	128	0	42	0	64	0	0	0	0	0	0	0	0	0	0	0	44	740
OTU_1823_18S	1	0	0	9	0	0	107	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165
OTU_1832_18S	0	0	73	111	30	0	0	18	0	0	0	0	0	0	0	123	0	22	0	0	0	0	377
OTU_1833_18S	82	32	6	37	44	54	57	49	0	19	0	0	0	0	0	6	0	2	16	0	5	0	409
OTU_1839_18S	0	0	24	59	0	0	124	22	0	0	0	0	0	0	10	0	0	72	365	0	0	52	728
OTU_1841_18S	16	0	23	120	47	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	75	0	298
OTU_1846_18S	0	7	0	420	161	88	29	0	0	163	0	0	17	0	0	0	0	54	0	0	0	33	972
OTU_1851_18S	5	899	89	30	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1083
OTU_1852_18S	0	0	0	7	0	3	0	0	165	81	24	0	0	0	0	0	250	84	117	0	0	10	741
OTU_1854_18S	0	76	120	0	0	0	0	0	0	0	0	0	27	0	82	0	0	0	0	0	0	578	883
OTU_1861_18S	0	181	202	0	398	219	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	1046
OTU_1860_18S	41	128	0	0	180	0	5	0	105	105	0	0	0	0	0	0	0	24	0	0	45	0	633
OTU_1876_18S	0	242	26	392	43	8	0	0	0	150	0	0	0	0	0	0	0	123	0	0	0	7	991
OTU_1878_18S	49	0	16	198	337	45	0	0	0	29	0	0	0	0	0	0	0	0	80	0	0	0	754
OTU_1880_18S	38	13	40	79	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192
OTU_1887_18S	0	15	0	0	0	310	8	0	0	0	0	0	5	0	74	0	0	0	19	0	34	0	465
OTU_1925_18S	50	0	62	16	0	7	0	0	0	0	0	0	0	45	22	40	0	0	0	0	0	0	242
OTU_1928_18S	0	0	43	0	8	155	75	0	0	0	0	38	0	112	32	0	12	0	176	10	0	0	661
OTU_1931_18S	45	0	26	0	28	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	125
OTU_1913_18S	0	0	277	168	123	32	0	0	0	0	0	0	0	13	0	32	0	0	0	0	0	0	645
OTU_1937_18S	101	0	133	277	218	37	38	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	874
OTU_1936_18S	83	4	83	23	108	0	40	0	0	232	0	148	23	108	15	0	0	15	10	0	0	0	892
OTU_1912_18S	0	0	60	0	0	78	0	0	0	0	0	0	27	0	0	0	0	0	0	0	17	0	182
OTU_1951_18S	66	0	0	261	68	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	421
OTU_1958_18S	39	0	0	632	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	940
OTU_1965_18S	0	0	99	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	31	510
OTU_1966_18S	128	0	0	59	129	0	0	0	0	268	0	0	0	0	0	0	18	0	0	0	0	0	602
OTU_1959_18S	6	0	25	0	35	53	7	10	0	32	0	0	0	0	0	0	0	0	0	0	0	0	168
OTU_1972_18S	23	0	0	631	0	185	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	865
OTU_1978_18S	6	0	0	0	0	9	0	0	136	0	0	127	14	0	0	0	0	0	0	0	400	10	702
OTU_1992_18S	8	0	0	0	46	23	48	0	0	0	0	0	0	70	0	8	0	58	0	0	0	44	305
OTU_1993_18S	0	0	13	93	137	97	179	0	14	0	0	0	10	0	12	23	30	119	0	0	0	75	802
OTU_1990_18S	46	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	44	67	0	205
OTU_2003_18S	0	0	0	0	0	0	0	0	211	33	0	107	0	0	0	0	0	0	0	11	0	0	362
OTU_2006_18S	19	37	0	132	447	21	0	0	0	139	0	0	0	0	0	0	69	0	0	17	44	68	993
OTU_2011_18S	36	29	14	38	22	47	0	0	0	18	0	0	0	0	0	0	0	0	96	0	0	15	315
OTU_2015_18S	38	18	112	272	96	0	0	16	0	0	0	0	0	0	0	0	0	20	30	0	0	0	602
OTU_2017_18S	45	22	22	34	126	0	0	0	0	90	0	0	0	0	0	0	29	90	72	0	31	21	582
OTU_1896_18S	0	103	279	0	0	0	0	0	0	0	0	0	0	0	29	26	0	0	0	0	0	0	437
OTU_2025_18S	0	0	119	404	97	152	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	859
OTU_2029_18S	24	0	67	0	0	89	0	0	0	0	0	0	76	180	0	0	0	0	0	44	0	0	480
OTU_2039_18S	86	13	0	0	685	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	809
OTU_2046_18S	0	0	74	238	68	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415
OTU_2052_18S	16	21	15	224	7	6	17	0	0	0	0	0	0	8	18	38	0	0	0	0	0	0	370
OTU_2051_18S	0	0	0	17	0	0	0	0	0	0	0	0	0	86	33	15	0	0	0	0	0	10	161
OTU_2070_18S	93	629	72	0	0	0	47	0	0	0	0	0	0	0	0	0	0	85	0	15	0	0	941
OTU_2071_18S	88	52	41	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	66	17	0	0	310
OTU_2073_18S	0	0	0	0	0	106	0	0	0	0	0	0	0	0	46	0	0	0	8	0	0	67	227
OTU_2082_18S	164	0	9	118	0	133	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	443
OTU_2083_18S	123	0	0	174	62	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456
OTU_2012_18S	194	120	51	0	112	191	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	827
OTU_2091_18S	0	0	184	0	0	0	0	0	0	0	0	0	96	0	0	27	0	0	0	0	0	29	336
OTU_2099_18S	0	0	0	0	200	0	0	0	0	0	0	0	0	53	0	13	0	0	0	5	0	0	271
OTU_2122_18S	33	533	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	919
OTU_2124_18S	0	514	9	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	111	0	29	0	680
OTU_2137_18S	251	17	224	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954
OTU_2139_18S	42	0	0	170	90	21	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	385
OTU_2141_18S	0	0	40	0	80	7	0	10	0	0	0	0	0	91	6	0	0	0	0	0	0	54	288
OTU_2144_18S	12	0	0	154	68	9	0	0	622	84	0	0	0	0	0	0	0	0	0	0	0	0	949
OTU_2153_18S	0	0	16	92	284	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	416
OTU_2154_18S	87	0	98	0	0	28	0	0	0	144	0	0	0	0	0	0	0	0	0	136	49	0	542
OTU_2177_18S	35	0	0	61	0	0	0	0	0	0	0	0	0	0	54	46	0	0	0	0	0	38	234
OTU_2184_18S	0	0	43	112	30	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	239
OTU_2197_18S	520	32	0	80	0	88	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	727
OTU_2198_18S	0	0	34	103	55	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255
OTU_2200_18S	0	0	145	88	0	0	0	0	0	0	0	0	0	32	117	0	0	0	0	0	0	0	382
OTU_2204_18S	34	0	0	65	23	44	15	0	0	0	0	0	8	0	0	0	0	0	0	43	0	0	232
OTU_2207_18S	8	0	67	344	89	45	0	0	0	0	0	0	14	58	0	0	0	83	0	0	0	0	708
OTU_2211_18S	45	19	0	121	162	30	0	10	0	103	0	0	58	0	0	0	0	75	0	130	74	0	827
OTU_2215_18S	0	0	0	79	35	17	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	209
OTU_2236_18S	0	0	30	0	0	505	11	0	0	0	0	0	0	0	0	90	0	0	0	30	0	0	666
OTU_2244_18S	68	12	0	84	57	7	11	0	95	104	0	0	56	0	0	0	0	0	0	0	0	0	494
OTU_2245_18S	140	12	0	57	38	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	272
OTU_2247_18S	0	17	0	0	0	0	0	0	0	41	0	0	21	0	18	49	0	0	0	0	0	0	146
OTU_2263_18S	30	13	20	155	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375
OTU_2266_18S	34	0	95	195	34	0	0	0	0	0	0	0	0	27	12	45	0	0	0	0	58	27	527
OTU_2268_18S	0	0	6	119	338	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	480
OTU_2272_18S	0	0	0	151	66	0	0	0	157	0	0	0	0	0	36	0	0	38	0	0	0	85	533
OTU_2274_18S	0	0	75	353	15	0	0	0	0	26	0	0	0	0	0	15	0	0	0	0	0	26	510
OTU_2280_18S	166	0	0	208	0	56	70	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	676
OTU_2279_18S	34	44	70	53	19	10	0	0	0	138	0	0	0	0	0	0	33	0	0	0	33	7	441
OTU_2285_18S	0	11	11	50	429	26	0	0	0	23	0	0	0	0	0	30	0	0	0	0	0	0	580
OTU_2293_18S	0	0	12	0	19	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	588
OTU_2313_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	77	137	448	0	819
OTU_2306_18S	4	20	6	5	28	6	3	0	0	0	0	0	22	0	0	0	0	0	89	69	0	0	252
OTU_2325_18S	79	0	0	279	74	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719
OTU_2329_18S	88	8	50	65	376	162	0	0	0	0	0	0	0	0	11	0	0	77	0	0	0	0	837
OTU_2331_18S	0	0	156	69	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	20	726
OTU_2345_18S	255	119	0	97	97	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	583
OTU_2348_18S	0	537	127	0	0	0	0	21	0	0	0	0	0	0	58	0	0	0	0	0	0	0	743
OTU_2353_18S	0	0	8	164	87	35	0	0	0	0	11	0	39	0	0	49	0	0	0	0	0	0	393
OTU_2359_18S	400	157	0	177	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828
OTU_2373_18S	0	0	219	301	64	0	0	0	0	0	0	0	0	16	69	0	0	0	0	0	0	0	669
OTU_2385_18S	106	0	0	49	234	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	443
OTU_2390_18S	0	0	4	6	8	37	43	12	4	0	0	0	0	53	3	4	0	0	0	3	0	5	182
OTU_2393_18S	16	0	203	0	130	74	0	27	0	0	0	0	0	0	0	0	0	0	93	0	0	0	543
OTU_2395_18S	47	0	21	0	0	21	0	0	0	0	0	0	79	0	40	48	0	0	0	43	125	59	483
OTU_2396_18S	95	0	0	186	95	185	0	0	0	77	0	0	0	0	0	79	0	83	0	0	0	0	800
OTU_2400_18S	0	0	0	0	0	0	0	0	60	0	8	28	0	0	0	5	0	0	17	0	0	0	118
OTU_2401_18S	0	0	35	7	25	51	0	0	102	0	0	0	0	0	7	0	0	0	0	13	0	17	257
OTU_2452_18S	63	0	52	62	0	0	50	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	248
OTU_2457_18S	87	68	219	56	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663
OTU_2471_18S	0	0	17	0	446	27	0	0	0	0	0	13	0	0	0	0	0	0	0	16	0	0	519
OTU_2478_18S	0	0	0	162	0	15	0	0	0	234	0	0	0	0	0	151	0	0	34	24	4	0	624
OTU_2485_18S	232	20	74	33	42	0	24	0	0	0	0	0	5	0	0	0	13	0	0	0	0	0	443
OTU_2498_18S	0	15	37	4	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	243
OTU_2506_18S	0	0	107	98	0	0	33	0	0	0	0	0	17	83	0	0	0	0	0	0	0	74	412
OTU_2518_18S	23	18	4	0	24	18	45	38	0	0	0	0	26	0	0	217	0	0	14	0	0	0	427
OTU_2547_18S	65	28	7	99	197	0	0	0	0	0	0	0	0	0	30	34	0	0	0	0	0	0	460
OTU_2550_18S	39	0	0	569	79	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699
OTU_2558_18S	37	45	71	34	35	334	0	0	0	0	0	0	0	0	0	0	29	22	0	0	0	0	607
OTU_2561_18S	136	0	0	0	53	61	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	310
OTU_2566_18S	0	15	124	62	79	46	100	19	15	39	0	0	0	32	0	0	0	0	0	0	0	11	542
OTU_2568_18S	0	0	19	0	0	0	0	0	0	0	0	0	0	13	23	0	0	65	36	0	0	0	156
OTU_2574_18S	0	0	0	0	78	0	0	0	0	369	0	0	0	0	0	0	52	0	0	22	0	59	580
OTU_2573_18S	0	0	6	0	0	0	0	23	0	0	0	0	0	22	0	42	0	8	0	12	0	0	113
OTU_2583_18S	86	0	189	81	72	88	0	0	0	0	0	0	0	0	76	0	0	0	83	0	0	0	675
OTU_2595_18S	0	0	42	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	40	0	83	0	226
OTU_2597_18S	0	0	23	155	0	0	0	19	0	0	0	0	0	0	3	0	0	0	0	0	0	17	217
OTU_2598_18S	0	164	0	64	0	71	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322
OTU_2605_18S	16	0	30	0	323	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387
OTU_2608_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	62	162	296	0	694
OTU_2611_18S	0	0	24	0	0	0	0	0	0	46	0	0	0	19	0	0	0	0	0	0	0	42	131
OTU_2612_18S	0	0	255	0	31	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	80	0	396
OTU_2621_18S	41	0	0	379	29	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	464
OTU_2638_18S	0	0	103	285	141	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	538
OTU_2637_18S	69	22	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	155
OTU_2642_18S	0	12	25	150	0	26	0	0	0	0	0	0	17	0	0	161	0	0	0	0	0	0	391
OTU_2651_18S	53	19	43	96	19	42	40	0	0	19	0	0	0	0	23	0	0	0	0	12	0	0	366
OTU_2659_18S	0	128	0	0	0	66	0	0	0	91	0	0	0	0	0	146	0	0	0	0	0	0	431
OTU_2669_18S	22	0	32	10	81	41	0	0	0	0	0	0	0	0	0	0	0	19	0	0	36	0	241
OTU_2681_18S	4	0	0	115	56	11	7	0	0	0	0	0	0	0	0	0	67	235	0	0	0	41	536
OTU_2692_18S	0	0	136	0	67	31	0	0	0	0	0	0	14	0	20	13	0	0	0	0	0	0	281
OTU_2696_18S	0	0	0	29	532	0	0	21	0	15	0	0	0	0	0	0	0	0	0	0	0	0	597
OTU_2702_18S	73	0	73	12	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	18	0	10	228
OTU_2719_18S	0	0	16	135	0	12	0	28	0	0	0	0	0	0	0	0	0	15	0	0	0	0	206
OTU_2752_18S	0	15	26	0	0	0	89	0	0	0	60	0	0	0	0	0	0	0	149	0	0	0	339
OTU_2767_18S	0	0	46	71	183	0	0	0	0	0	0	0	36	0	19	0	0	0	0	0	45	51	451
OTU_2784_18S	0	0	186	0	0	0	0	23	0	0	0	0	0	165	27	0	0	0	0	48	0	0	449
OTU_2816_18S	0	20	52	0	96	16	0	0	0	0	0	0	23	0	25	0	0	0	0	0	0	0	232
OTU_2754_18S	0	8	139	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	0	0	172
OTU_2824_18S	0	0	0	8	0	0	0	0	0	0	0	0	0	0	133	49	0	0	0	0	0	92	282
OTU_2836_18S	25	0	20	149	171	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415
OTU_2835_18S	81	8	0	81	33	25	0	5	0	10	0	0	0	0	0	0	9	0	0	0	0	0	252
OTU_2851_18S	0	0	16	0	0	16	0	0	0	0	127	0	18	0	0	0	0	0	0	21	17	0	215
OTU_2855_18S	0	0	45	0	0	0	0	0	0	43	0	0	65	47	111	24	0	0	0	0	161	17	513
OTU_2877_18S	9	2	7	4	0	13	29	29	0	0	0	0	0	36	22	2	0	0	0	0	0	18	171
OTU_2897_18S	0	0	46	29	0	0	34	18	0	0	0	0	0	0	0	24	0	0	55	0	0	0	206
OTU_2906_18S	0	0	43	233	0	0	0	0	92	0	0	0	0	21	0	80	0	0	0	0	0	0	469
OTU_2928_18S	0	0	146	90	0	0	0	0	0	0	0	0	24	0	32	185	0	0	0	0	0	16	493
OTU_2931_18S	0	0	57	58	0	0	0	0	0	0	0	0	0	87	0	60	0	0	0	21	0	47	330
OTU_2963_18S	0	0	105	128	154	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439
OTU_2979_18S	0	107	0	265	0	0	0	0	0	88	0	0	0	0	0	0	0	20	0	0	0	0	480
OTU_2986_18S	88	0	0	46	119	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556
OTU_3005_18S	32	0	0	0	113	64	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	236
OTU_3022_18S	0	42	41	93	0	0	0	0	0	62	0	0	0	0	0	146	0	0	0	0	0	0	384
OTU_3048_18S	0	53	3	0	0	0	0	0	0	0	0	0	0	98	0	0	124	0	0	0	151	0	429
OTU_3069_18S	0	0	0	57	0	0	0	0	0	0	0	0	0	61	72	0	0	0	0	13	0	19	222
OTU_3074_18S	22	4	19	138	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192
OTU_3079_18S	0	0	26	29	13	0	48	0	0	0	0	0	0	18	0	0	0	0	0	77	10	0	221
OTU_3087_18S	32	131	0	0	0	0	0	0	0	14	0	0	0	0	123	0	0	0	0	0	0	0	300
OTU_3086_18S	0	0	0	91	0	0	0	16	129	0	0	0	0	0	0	0	0	0	0	0	0	79	315
OTU_3094_18S	25	0	0	0	29	0	28	0	0	0	0	0	0	20	51	192	0	0	0	0	0	0	345
OTU_3110_18S	0	0	0	0	235	14	33	40	0	0	0	0	0	118	0	0	0	0	0	14	0	0	454
OTU_3122_18S	0	0	0	225	128	0	0	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	372
OTU_3121_18S	0	0	0	99	0	0	0	10	0	24	0	0	9	0	0	60	0	0	0	0	0	0	202
OTU_3123_18S	0	0	138	151	131	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517
OTU_3145_18S	0	4	7	34	79	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142
OTU_3151_18S	0	0	0	0	0	0	0	0	0	0	0	0	80	153	0	0	0	8	0	19	9	0	269
OTU_3152_18S	0	0	54	0	0	0	0	0	0	0	0	0	16	99	0	0	0	0	0	5	0	0	174
OTU_3164_18S	85	50	0	39	23	76	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	368
OTU_3171_18S	45	0	0	158	33	78	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	331
OTU_3228_18S	60	0	0	22	48	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	159
OTU_3245_18S	43	25	34	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	305
OTU_3259_18S	0	91	21	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	333
OTU_3264_18S	0	0	0	202	32	0	0	0	0	68	0	0	0	0	0	0	19	0	0	0	0	0	321
OTU_3265_18S	60	234	0	88	25	0	0	38	22	0	0	0	0	0	0	0	0	0	0	0	0	0	467
OTU_3287_18S	64	0	46	20	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203
OTU_3292_18S	74	36	1	4	8	13	0	14	0	0	0	0	0	0	24	18	0	0	22	0	0	24	238
OTU_3293_18S	0	20	51	116	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472
OTU_3299_18S	62	0	128	45	72	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	425
OTU_3344_18S	0	0	13	0	16	18	24	0	0	23	0	0	0	0	34	0	27	15	0	43	41	0	254
OTU_3351_18S	42	0	0	21	46	0	0	0	115	0	0	24	33	0	29	0	0	0	0	0	63	0	373
OTU_3380_18S	22	0	29	76	263	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	399
OTU_3393_18S	6	7	0	10	0	16	42	0	0	5	0	0	0	0	0	0	1	103	0	0	0	0	190
OTU_3400_18S	0	0	50	99	26	0	60	0	0	0	0	0	0	0	70	0	0	84	0	20	0	41	450
OTU_3404_18S	0	0	40	56	111	44	0	0	0	32	0	0	0	0	0	0	53	0	25	0	35	0	396
OTU_3403_18S	0	0	0	103	72	0	0	0	0	0	0	0	0	0	36	0	0	51	0	0	0	0	262
OTU_3402_18S	32	64	9	15	5	30	20	7	1	0	0	0	12	6	7	64	2	0	14	6	3	3	300
OTU_3421_18S	27	0	10	177	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432
OTU_3443_18S	20	0	0	41	249	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	363
OTU_3451_18S	13	0	92	36	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	9	0	0	172
OTU_3462_18S	0	0	20	225	82	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	18	0	375
OTU_3463_18S	12	60	38	32	153	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	346
OTU_3470_18S	23	0	16	79	193	23	0	0	0	0	0	0	0	43	0	0	0	20	0	0	0	0	397
OTU_3468_18S	2	0	12	5	14	42	0	0	0	39	0	0	22	0	0	33	0	0	0	0	0	0	169
OTU_3497_18S	26	0	0	55	32	6	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0	0	137
OTU_3502_18S	17	39	280	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399
OTU_3517_18S	0	0	10	0	0	0	0	12	0	0	0	0	28	39	23	0	0	0	0	0	0	0	112
OTU_3547_18S	135	0	78	0	0	136	17	0	0	0	0	0	22	0	0	0	0	0	21	13	0	0	422
OTU_3551_18S	0	7	22	26	34	0	0	0	0	0	0	0	0	0	18	0	0	85	29	0	0	0	221
OTU_3559_18S	0	16	8	0	63	21	0	0	0	0	0	0	0	0	0	30	0	0	0	0	102	0	240
OTU_3570_18S	0	0	0	143	50	20	18	0	0	0	0	0	0	40	13	0	0	0	0	0	0	29	313
OTU_3580_18S	24	0	0	0	104	0	0	9	0	193	0	0	0	0	0	0	0	0	0	0	0	0	330
OTU_3605_18S	23	0	0	130	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193
OTU_3628_18S	0	0	9	0	0	0	0	0	0	0	0	0	0	107	39	0	0	0	0	16	0	0	171
OTU_3649_18S	183	17	0	0	0	82	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	308
OTU_3659_18S	0	0	66	0	0	0	0	94	0	0	0	0	0	0	0	20	0	11	0	0	0	0	191
OTU_3666_18S	0	0	0	15	48	3	0	4	0	49	0	0	10	0	0	0	51	21	0	0	0	19	220
OTU_3669_18S	0	11	50	80	107	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	301
OTU_3675_18S	27	12	146	0	168	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	364
OTU_3703_18S	5	0	48	69	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	239
OTU_3718_18S	0	0	6	0	245	9	0	10	0	0	0	0	0	0	0	41	0	0	0	0	0	0	311
OTU_3740_18S	0	19	6	114	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	164
OTU_3773_18S	0	17	31	7	0	0	0	0	0	0	0	0	0	0	9	0	0	0	38	0	0	0	102
OTU_3812_18S	46	0	58	37	30	22	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	220
OTU_3817_18S	0	0	0	26	39	0	22	0	0	15	0	0	0	0	0	0	0	0	0	0	23	0	125
OTU_3836_18S	0	0	15	24	0	0	0	0	0	0	0	0	0	17	71	0	0	0	0	0	0	0	127
OTU_3854_18S	38	77	0	66	53	0	0	0	0	63	0	0	0	0	0	0	0	0	29	0	0	0	326
OTU_3864_18S	0	5	0	22	0	30	6	0	0	0	0	0	0	0	0	0	0	46	0	36	16	0	161
OTU_3882_18S	1	0	2	1	0	0	5	0	0	6	0	42	18	0	0	20	0	51	0	1	0	3	150
OTU_3906_18S	0	0	51	0	0	13	5	0	0	0	0	0	165	0	0	0	0	0	0	0	75	0	309
OTU_3921_18S	0	0	113	114	26	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259
OTU_3949_18S	31	0	53	17	50	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	167
OTU_3970_18S	82	0	0	0	0	75	0	0	0	0	0	0	11	0	0	0	0	0	0	47	0	0	215
OTU_3984_18S	0	42	42	40	95	0	0	0	0	0	0	0	0	0	15	0	45	0	0	0	0	0	279
OTU_3991_18S	32	0	3	9	40	24	0	0	3	0	0	0	0	0	13	0	0	0	0	0	4	5	133
OTU_4005_18S	0	0	0	62	131	0	0	0	0	83	0	0	0	0	0	0	39	0	0	0	0	0	315
OTU_4039_18S	0	0	0	0	0	0	0	22	0	0	0	0	47	0	33	235	0	0	0	0	0	0	337
OTU_4097_18S	0	0	9	4	34	0	10	0	0	0	25	0	20	0	0	0	0	0	0	0	0	0	102
OTU_4142_18S	9	0	11	33	75	3	20	2	0	3	2	29	4	1	0	0	0	2	3	0	0	20	217
OTU_4145_18S	136	0	0	0	118	36	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	299
OTU_4161_18S	0	0	0	0	0	132	44	0	0	0	0	0	0	49	0	0	0	0	0	94	0	0	319
